source	target	depth
two streams hypothesis	lateral pulvinar nucleus	4
two streams hypothesis	pulvinar nuclei	4
two streams hypothesis	phantom contour	4
two streams hypothesis	parasol cell	4
two streams hypothesis	constructional apraxia	4
two streams hypothesis	lateral geniculate nucleus	4
two streams hypothesis	blindsight	4
two streams hypothesis	koniocellular cell	4
predictive learning	reinforcement learning	4
predictive learning	predictive coding	4
sparse distributed memory	autoassociative memory	4
sparse distributed memory	cerebellar model articulation controller	4
sparse distributed memory	types of artificial neural networks	4
sparse distributed memory	holographic associative memory	4
sparse distributed memory	low-density parity-check code	4
sparse distributed memory	memory-prediction framework	4
sparse distributed memory	neural coding	4
sparse distributed memory	neural turing machine	4
sparse distributed memory	random indexing	4
sparse distributed memory	self-organizing map	4
sparse distributed memory	semantic folding	4
sparse distributed memory	semantic memory	4
sparse distributed memory	semantic network	4
sparse distributed memory	autoencoder	4
sparse distributed memory	visual indexing theory	4
stephen grossberg	grossberg network	4
color temperature	brightness temperature	4
color temperature	color balance	4
color temperature	effective temperature	4
color temperature	kruithof curve	4
color temperature	luminous efficacy	4
color temperature	metamerism (color)	4
color temperature	colored fire	4
color temperature	overillumination	4
color temperature	whiteness (colorimetry)	4
bezold–brücke shift	opponent process	4
bezold–brücke shift	purkinje effect	4
bezold–brücke shift	abney effect	4
gamma correction	brightness	4
gamma correction	bt.1886	4
gamma correction	callier effect	4
gamma correction	color balance	4
gamma correction	color cast	4
gamma correction	color management	4
gamma correction	color grading	4
gamma correction	color temperature	4
gamma correction	contrast (vision)	4
gamma correction	luminance	4
gamma correction	luminance (video)	4
gamma correction	luminance (relative)	4
gamma correction	post-production	4
gamma correction	standard-dynamic-range video	4
gamma correction	telecine	4
gamma correction	tone mapping	4
gamma correction	transfer functions in imaging	4
gamma correction	video calibration software	4
gamma correction	white point	4
color cast	colour balance	4
color cast	colour temperature	4
tamil language	tamil keyboard	4
tamil language	tamil population by cities	4
tamil language	tamil population by nation	4
tamil language	tamil loanwords in other languages	4
tamil language	tamil shorthand	4
tamil language	geolinguistics	4
tamil language	language geography	4
acoustic location	acoustic camera	4
acoustic location	3d sound reconstruction	4
acoustic location	3d sound localization	4
acoustic location	sound localization	4
acoustic location	boomerang (mobile shooter detection system)	4
acoustic location	multilateration	4
acoustic location	acoustic mirror	4
acoustic location	acoustic wayfinding	4
acoustic location	animal echolocation	4
acoustic location	echo sounding	4
acoustic location	gunfire locator	4
acoustic location	human echolocation	4
acoustic location	human bycatch	4
acoustic location	medical ultrasonography	4
acoustic location	sensory substitution	4
sensory substitution	biological neural network	4
sensory substitution	brain implant	4
sensory substitution	human echolocation	4
near-sightedness	myopia in animals	4
near-sightedness	myopic crescent	4
near-sightedness	instrument myopia	4
visual looming syndrome	motion camouflage	4
visual looming syndrome	optic flow	4
photophobia	photic sneeze reflex	4
photophobia	photosensitivity in humans	4
light-on-dark color scheme	amoled	4
light-on-dark color scheme	blackle	4
light-on-dark color scheme	night shift (software)	4
light-on-dark color scheme	oled	4
light-on-dark color scheme	solarized	4
eye examination	optometry	4
eye examination	binocular vision	4
eye examination	driver's license	4
eye examination	eyeglass prescription	4
eye examination	orthoptics	4
eye examination	retinoscopy	4
eye examination	stereopsis	4
eye examination	subjective refraction	4
eye examination	vergence	4
computer vision syndrome	asthenopia	4
computer vision syndrome	effects of blue light technology	4
computer vision syndrome	electronic media and sleep	4
computer vision syndrome	ocular neurosis	4
computer vision syndrome	photophobia	4
computer vision syndrome	repetitive strain injury	4
computer vision syndrome	presbyopia	4
computer vision syndrome	visual looming syndrome	4
computer vision syndrome	visual snow	4
astigmatism	near-sightedness	4
astigmatism	far-sightedness	4
smartglasses	head-mounted display	3
smartglasses	wearable technology	3
smartglasses	quantified self	3
smartglasses	bionic contact lens	3
quantified self	personal science	3
quantified self	self-experimentation	3
quantified self	seth roberts	3
quantified self	ehealth	3
quantified self	fitness app	3
quantified self	human enhancement	3
quantified self	transhumanism	3
quantified self	experience sampling method	3
lifelog	cathal gurrin	3
lifelog	diary	3
lifelog	digital footprint	3
lifelog	dymaxion chronofile	3
lifelog	egocentric vision	3
lifelog	gordon bell	3
lifelog	lifecasting (video stream)	3
lifelog	lifestreaming	3
lifelog	microsoft sensecam	3
lifelog	mylifebits	3
lifelog	narrative clip	3
lifelog	personal knowledge base	3
lifelog	quantified self	3
lifelog	smartglasses	3
lifelog	sousveillance	3
lifelog	wearable computer	3
sousveillance	body camera	3
sousveillance	eyetap	3
sousveillance	helmet camera	3
sousveillance	lifelogging	3
sousveillance	memoto	3
sousveillance	quantified self	3
sousveillance	quis custodiet ipsos custodes?	3
sousveillance	surveillance capitalism	3
eye tracking	eye tracking on the iss	3
eye tracking	foveated imaging	3
eye tracking	mouse-tracking	3
eye tracking	screen reading	3
bionic contact lens	augmented reality	4
bionic contact lens	google contact lens	4
bionic contact lens	heads-up display	4
bionic contact lens	optical head-mounted display	4
bionic contact lens	smartglasses	4
bionic contact lens	visual prosthesis	4
experience sampling method	ambulatory assessment	4
experience sampling method	diary studies	4
experience sampling method	event sampling methodology	4
experience sampling method	quantified self	4
quis custodiet ipsos custodes?	sousveillance	4
screen reading	computer literacy	4
foveated imaging	fovea centralis	4
foveated imaging	gaze-contingency paradigm	4
foveated imaging	human visual system model	4
foveated imaging	low vision	4
foveated imaging	image compression	4
foveated imaging	digital image processing	4
foveated imaging	eye tracker	4
foveated imaging	eye movement in language reading	4
mouse-tracking	click tracking	4
mouse-tracking	eye tracking	4
mouse-tracking	macro recorder	4
mouse-tracking	keystroke logging	4
mouse-tracking	usability testing	4
mouse-tracking	recorded future	4
memoto	wearable computing	4
memoto	eyetap	4
memoto	gordon bell	4
memoto	steve mann (inventor)	4
memoto	sensecam	4
lifelogging	cathal gurrin	4
lifelogging	diary	4
lifelogging	digital footprint	4
lifelogging	dymaxion chronofile	4
lifelogging	egocentric vision	4
lifelogging	gordon bell	4
lifelogging	lifecasting (video stream)	4
lifelogging	lifestreaming	4
lifelogging	microsoft sensecam	4
lifelogging	mylifebits	4
lifelogging	narrative clip	4
lifelogging	personal knowledge base	4
lifelogging	quantified self	4
lifelogging	smartglasses	4
lifelogging	sousveillance	4
lifelogging	wearable computer	4
eye tracking on the iss	attentiontracking	4
eye tracking on the iss	international space station	4
eye tracking on the iss	scientific research on the iss	4
eye tracking on the iss	eye tracking	4
eye tracking on the iss	nasa	4
eye tracking on the iss	european space agency	4
eye tracking on the iss	german aerospace center	4
helmet camera	body camera	4
helmet camera	police body camera	4
helmet camera	sousveillance	4
helmet camera	refcam	4
eyetap	smartglasses	4
eyetap	optical head-mounted display	4
eyetap	google glass	4
body camera	helmet camera	4
body camera	refcam	4
body camera	shooting of jamarion robinson	4
body camera	sousveillance	4
personal knowledge base	comparison of notetaking software	4
wearable computer	activity tracker	4
wearable computer	apple watch	4
wearable computer	artificial neural membrane	4
wearable computer	augmented reality	4
wearable computer	radio-frequency identification	4
wearable computer	calculator watch	4
wearable computer	computer-mediated reality	4
wearable computer	ehealth	4
wearable computer	eyetap	4
wearable computer	e-textiles	4
wearable computer	extended reality	4
wearable computer	frogpad	4
wearable computer	retro-futurism	4
wearable computer	glove one	4
wearable computer	google glass	4
wearable computer	golden-i	4
wearable computer	gps watch	4
wearable computer	head-mounted display	4
wearable computer	head-up display	4
wearable computer	heart rate monitor	4
wearable computer	internet of things	4
wearable computer	lifelog	4
wearable computer	open-source computing hardware	4
wearable computer	mobile phone	4
wearable computer	mobile interaction	4
wearable computer	optical head-mounted display	4
wearable computer	oqo	4
wearable computer	personal digital assistant	4
wearable computer	pocket computer	4
wearable computer	skully (helmet)	4
wearable computer	smartphone	4
wearable computer	smartglasses	4
wearable computer	smartwatch	4
wearable computer	real-time locating system	4
wearable computer	tablet computer	4
wearable computer	virtual retinal display	4
wearable computer	wireless ambulatory ecg	4
narrative clip	wearable computing	4
narrative clip	eyetap	4
narrative clip	gordon bell	4
narrative clip	steve mann (inventor)	4
narrative clip	sensecam	4
mylifebits	dymaxion chronofile	4
mylifebits	lifelog	4
mylifebits	microsoft sensecam	4
microsoft sensecam	gordon bell	4
microsoft sensecam	cathal gurrin	4
microsoft sensecam	the circle (eggers novel)	4
lifestreaming	activity stream	4
lifestreaming	augmented reality	4
lifestreaming	dacast	4
lifestreaming	blogtv	4
lifestreaming	digital footprint	4
lifestreaming	everyscape	4
lifestreaming	federated identity	4
lifestreaming	the final cut (2004 film)	4
lifestreaming	fly on the wall	4
lifestreaming	google glass	4
lifestreaming	hasan m. elahi	4
lifestreaming	if i can dream (web series)	4
lifestreaming	the invention of morel	4
lifestreaming	justin.tv	4
lifestreaming	live streaming	4
lifestreaming	snapchat	4
lifestreaming	social network service	4
lifestreaming	sophie calle	4
lifestreaming	sousveillance	4
lifestreaming	tinychat	4
lifestreaming	tom green's house tonight	4
lifestreaming	ustream	4
lifecasting (video stream)	activity stream	4
lifecasting (video stream)	augmented reality	4
lifecasting (video stream)	dacast	4
lifecasting (video stream)	blogtv	4
lifecasting (video stream)	digital footprint	4
lifecasting (video stream)	everyscape	4
lifecasting (video stream)	federated identity	4
lifecasting (video stream)	the final cut (2004 film)	4
lifecasting (video stream)	fly on the wall	4
lifecasting (video stream)	google glass	4
lifecasting (video stream)	hasan m. elahi	4
lifecasting (video stream)	if i can dream (web series)	4
lifecasting (video stream)	the invention of morel	4
lifecasting (video stream)	justin.tv	4
lifecasting (video stream)	live streaming	4
lifecasting (video stream)	snapchat	4
lifecasting (video stream)	social network service	4
lifecasting (video stream)	sophie calle	4
lifecasting (video stream)	sousveillance	4
lifecasting (video stream)	tinychat	4
lifecasting (video stream)	tom green's house tonight	4
lifecasting (video stream)	ustream	4
gordon bell	mylifebits	4
gordon bell	microsoft sensecam	4
gordon bell	lifelog	4
digital footprint	alternative data	4
digital footprint	behavioral targeting	4
digital footprint	browser isolation	4
digital footprint	data exhaust	4
digital footprint	digital identity	4
digital footprint	internet anonymity	4
digital footprint	internet privacy	4
digital footprint	online advertising	4
digital footprint	online identity	4
digital footprint	reality mining	4
digital footprint	reputation management	4
digital footprint	sigint	4
digital footprint	social engineering (security)	4
digital footprint	social genome	4
digital footprint	targeted marketing	4
digital footprint	ukusa agreement	4
digital footprint	universal product code	4
digital footprint	web tracking	4
digital footprint	website	4
digital footprint	wire data	4
diary	art diary	4
diary	autobiography	4
diary	automatic indexing	4
diary	bullet journal	4
diary	coloring diary	4
diary	commentarii	4
diary	commonplace book	4
diary	diary studies	4
diary	electronic organizer	4
diary	fake memoir	4
diary	hipster pda	4
diary	logbook	4
diary	nikki bungaku	4
diary	poetic diary	4
diary	personal knowledge base	4
dymaxion chronofile	dymaxion car	4
dymaxion chronofile	dymaxion house	4
dymaxion chronofile	dymaxion map	4
dymaxion chronofile	lifelog	4
dymaxion chronofile	mylifebits	4
transhumanism	android (robot)	4
transhumanism	assisted reproductive technology	4
transhumanism	brain-computer interface	4
transhumanism	body hacking	4
transhumanism	cyberware	4
transhumanism	cyborg	4
transhumanism	digital immortality	4
transhumanism	do-it-yourself biology	4
transhumanism	future of humanity institute	4
transhumanism	hard science fiction	4
transhumanism	institute for ethics and emerging technologies	4
transhumanism	kardashev scale	4
transhumanism	my body, my choice	4
transhumanism	meliorism	4
transhumanism	participant evolution	4
transhumanism	posthuman	4
transhumanism	posthumanism	4
transhumanism	quantified self	4
transhumanism	technocalyps	4
transhumanism	technological dystopia	4
transhumanism	technological utopianism	4
transhumanism	transhuman	4
transhumanism	transhuman space	4
transhumanism	transhumanism in fiction	4
transhumanism	life extension	4
ehealth	personal science	4
ehealth	human enhancement	4
ehealth	quantified self	4
ehealth	center for telehealth and e-health law	4
ehealth	ehealthinsurance	4
ehealth	eudranet	4
ehealth	european institute for health records	4
ehealth	health 2.0	4
ehealth	telehealth	4
ehealth	seth roberts	4
seth roberts	n of 1 trial	4
seth roberts	human enhancement	4
human enhancement	anti-aging movement	4
human enhancement	assisted reproductive technologies	4
human enhancement	biohappiness	4
human enhancement	body modification	4
human enhancement	cloning	4
human enhancement	directed evolution (transhumanism)	4
human enhancement	evidence-based learning	4
human enhancement	gene therapy	4
human enhancement	genetic engineering	4
human enhancement	grinder (biohacking)	4
human enhancement	human-animal hybrid	4
human enhancement	life extension	4
human enhancement	moral enhancement	4
human enhancement	posthuman	4
human enhancement	posthumanization	4
human enhancement	technological singularity	4
human enhancement	transhumanism	4
fitness app	exercise and music	4
self-experimentation	psychonautics	4
self-experimentation	participant observation	4
self-experimentation	seth roberts	4
self-experimentation	personal science	4
self-experimentation	human enhancement	4
self-experimentation	quantified self	4
head-mounted display	optical head-mounted display	4
head-mounted display	computer-mediated reality	4
head-mounted display	eyetap	4
head-mounted display	head-up display	4
head-mounted display	positioning technologies	4
head-mounted display	screenless video	4
head-mounted display	smartglasses	4
head-mounted display	stereoscopy	4
head-mounted display	virtual retinal display	4
personal science	quantified self	4
personal science	self-experimentation	4
personal science	seth roberts	4
personal science	human enhancement	4
personal science	ehealth	4
wearable technology	assistive technology	4
wearable technology	ai pin	4
wearable technology	clothing technology	4
wearable technology	computer-mediated reality	4
wearable technology	cyborg	4
wearable technology	flexible electronics	4
wearable technology	gps watch	4
wearable technology	mixed reality	4
wearable technology	smart, connected products	4
wearable technology	wearable computer	4
wearable technology	internet of musical things	4
smart camera	camera trap	3
smart camera	digital camera	3
smart camera	event camera	3
smart camera	indect	3
smart camera	mobile phone accessories	3
smart camera	smartdust	3
smart camera	vision processing unit	3
smart camera	videography	3
smart camera	home automation	3
smart camera	internet of things	3
opencv	aforge.net	3
opencv	common language runtime	3
opencv	.net framework	3
opencv	mono (software)	3
opencv	robot operating system	3
opencv	vxl	3
opencv	cviptools	3
opencv	graphical user interface	3
opencv	component object model	3
opencv	dynamic-link library	3
opencv	opennn	3
opencv	artificial neural network	3
morphological image processing	h-maxima transform	3
home automation	home network	4
home automation	mobile manipulator	4
home automation	mobile robot	4
home automation	smart device	4
home automation	smart speaker	4
home automation	web of things	4
opennn	comparison of deep learning software	4
opennn	neural designer	4
opennn	artificial intelligence	4
opennn	machine learning	4
opennn	deep learning	4
opennn	artificial neural network	4
internet of things	ambient iot	4
internet of things	artificial intelligence of things	4
internet of things	automotive security	4
internet of things	cloud manufacturing	4
internet of things	data distribution service	4
internet of things	digital object memory	4
internet of things	electric dreams (film)	4
internet of things	four-dimensional product	4
internet of things	fourth industrial revolution	4
internet of things	indoor positioning system	4
internet of things	internet of musical things	4
internet of things	iot security device	4
internet of things	matter (standard)	4
internet of things	openwsn	4
internet of things	quantified self	4
internet of things	responsive computer-aided design	4
dynamic-link library	dependency walker	4
dynamic-link library	dynamic library	4
dynamic-link library	library (computing)	4
dynamic-link library	linker (computing)	4
dynamic-link library	loader (computing)	4
dynamic-link library	moricons.dll	4
dynamic-link library	object file	4
dynamic-link library	shared library	4
dynamic-link library	static library	4
dynamic-link library	dll hell	4
vxl	opencv	4
graphical user interface	apple computer, inc. v. microsoft corp.	4
graphical user interface	console user interface	4
graphical user interface	computer icon	4
graphical user interface	distinguishable interfaces	4
graphical user interface	general graphics interface	4
graphical user interface	gui tree	4
graphical user interface	human factors and ergonomics	4
graphical user interface	look and feel	4
graphical user interface	natural user interface	4
graphical user interface	ncurses	4
graphical user interface	object-oriented user interface	4
graphical user interface	organic user interface	4
graphical user interface	rich web application	4
graphical user interface	skeuomorph	4
graphical user interface	theme (computing)	4
graphical user interface	text entry interface	4
graphical user interface	transportable applications environment	4
graphical user interface	user experience design	4
graphical user interface	user interface design	4
graphical user interface	vector-based graphical user interface	4
component object model	calling convention	4
component object model	common language infrastructure	4
component object model	d-bus	4
component object model	foreign function interface	4
component object model	internet communications engine	4
component object model	java remote method invocation	4
component object model	kde frameworks	4
component object model	name mangling	4
component object model	portable object (computing)	4
component object model	swig	4
mono (software)	common language runtime	4
mono (software)	.net framework	4
mono (software)	.net core	4
mono (software)	standard libraries (cli)	4
mono (software)	base class library	4
mono (software)	comparison of application virtual machines	4
mono (software)	dotgnu	4
mono (software)	monodevelop	4
mono (software)	integrated development environment	4
mono (software)	moonlight (runtime)	4
mono (software)	open-source software	4
mono (software)	microsoft	4
mono (software)	microsoft silverlight	4
mono (software)	shared source common language infrastructure	4
mono (software)	mod mono	4
mono (software)	apache http server	4
mono (software)	asp.net	4
robot operating system	open-source hardware	4
robot operating system	open-source software	4
robot operating system	robotics middleware	4
.net framework	microsoft foundation class library	4
.net framework	.net	4
.net framework	standard libraries (cli)	4
.net framework	base class library	4
common language runtime	common intermediate language	4
common language runtime	java virtual machine	4
aforge.net	accord.net	4
aforge.net	opencv	4
aforge.net	vxl	4
aforge.net	cviptools	4
aforge.net	opennn	4
videography	3d film	4
videography	cinematography	4
videography	camera coverage	4
videography	camera operator	4
videography	match moving	4
videography	cinematic techniques	4
videography	digital cinema	4
videography	event videography	4
videography	filmmaking	4
videography	underwater videography	4
videography	video production	4
videography	wedding videography	4
mobile phone accessories	modular smartphone	4
mobile phone accessories	near field communication	4
mobile phone accessories	phone theme	4
mobile phone accessories	screen protector	4
mobile phone accessories	smart camera	4
mobile phone accessories	wiktionary:smart band	4
event camera	neuromorphic engineering	4
event camera	retinomorphic sensor	4
event camera	rolling shutter	4
indect	facial recognition system	4
indect	mass surveillance	4
indect	video content analysis	4
indect	artificial intelligence for video surveillance	4
google goggles	google lens	4
frame grabber	tweening	4
frame grabber	video capture	4
frame grabber	tv tuner card	4
frame grabber	automated imaging association	4
digital camera	computational photography	4
digital camera	digitaos	4
digital camera	magic lantern (firmware)	4
digital camera	pixel shift	4
digital camera	smart camera	4
digital camera	video camera	4
digital camera	digital signal processor	4
digital camera	vision processing unit	4
digital camera	image sensor	4
camera trap	beetlecam	4
camera trap	human bycatch	4
camera trap	remote camera	4
camera trap	smart camera	4
glossary of artificial intelligence	artificial intelligence	4
video capture	tv tuner card	4
video capture	broadcast television	4
video capture	frame grabber	4
video capture	uncompressed video	4
video capture	dazzle (video recorder)	4
tv tuner card	comparison of pvr software packages	4
tv tuner card	digital video recorder	4
tv tuner card	frame grabber	4
tv tuner card	tv gateway	4
tweening	flicker fusion threshold	4
tweening	morphing	4
tweening	onion skinning	4
tweening	motion blur	4
tweening	smear frame	4
tweening	synfig	4
tweening	foss	4
corner detection	blob detection	3
corner detection	affine shape adaptation	3
corner detection	scale space	3
corner detection	ridge detection	3
corner detection	interest point detection	3
corner detection	feature detection (computer vision)	3
corner detection	image derivative	3
hough transform	generalised hough transform	3
hough transform	randomized hough transform	3
hough transform	radon transform	3
hough transform	fourier transform	3
canny edge detector	computer vision	3
canny edge detector	digital image processing	3
canny edge detector	feature detection (computer vision)	3
canny edge detector	feature extraction	3
canny edge detector	ridge detection	3
canny edge detector	robinson compass mask	3
canny edge detector	scale space	3
feature extraction	covariate	3
feature extraction	data transformation (statistics)	3
feature extraction	feature learning	3
feature extraction	hashing trick	3
feature extraction	instrumental variables estimation	3
feature extraction	kernel method	3
feature extraction	scale co-occurrence matrix	3
feature extraction	space mapping	3
structure tensor	tensor	3
structure tensor	tensor operator	3
structure tensor	directional derivative	3
structure tensor	gaussian	3
structure tensor	corner detection	3
structure tensor	edge detection	3
structure tensor	lucas kanade method	3
structure tensor	affine shape adaptation	3
structure tensor	generalized structure tensor	3
scale space	difference of gaussians	4
scale space	gaussian function	4
scale space	mipmap	4
ridge detection	blob detection	4
ridge detection	computer vision	4
ridge detection	edge detection	4
ridge detection	feature detection (computer vision)	4
ridge detection	interest point detection	4
ridge detection	scale space	4
affine shape adaptation	blob detection	4
affine shape adaptation	corner detection	4
affine shape adaptation	gaussian function	4
affine shape adaptation	harris-affine	4
affine shape adaptation	hessian affine region detector	4
affine shape adaptation	scale space	4
generalized structure tensor	structure tensor	4
generalized structure tensor	hough transform	4
generalized structure tensor	tensor	4
generalized structure tensor	gaussian	4
generalized structure tensor	corner detection	4
generalized structure tensor	edge detection	4
generalized structure tensor	affine shape adaptation	4
generalized structure tensor	directional derivative	4
generalized structure tensor	differential operator	4
generalized structure tensor	lie algebra	4
lucas kanade method	optical flow	4
lucas kanade method	horn–schunck method	4
lucas kanade method	shi–tomasi corner detection algorithm	4
lucas kanade method	kanade–lucas–tomasi feature tracker	4
edge detection	edge-preserving filtering	4
edge detection	feature detection (computer vision)	4
edge detection	image derivative	4
edge detection	gabor filter	4
edge detection	image noise reduction	4
edge detection	kirsch operator	4
edge detection	ridge detection	4
edge detection	log gabor filter	4
edge detection	phase stretch transform	4
tensor operator	wigner–eckart theorem	4
tensor operator	structure tensor	4
tensor operator	clebsch–gordan coefficients for su(3)	4
tensor	array data type	4
tensor	cartesian tensor	4
tensor	fibre bundle	4
tensor	glossary of tensor theory	4
tensor	multilinear subspace learning	4
tensor	one-form	4
tensor	tensor product of modules	4
tensor	application of tensor theory in engineering	4
tensor	continuum mechanics	4
tensor	covariant derivative	4
tensor	curvature	4
tensor	diffusion mri	4
tensor	einstein field equations	4
tensor	fluid mechanics	4
tensor	gravity	4
tensor	riemannian geometry	4
tensor	structure tensor	4
tensor	tensor contraction engine	4
tensor	tensor decomposition	4
tensor	tensor derivative	4
tensor	tensor software	4
kernel method	kernel methods for vector output	4
kernel method	kernel density estimation	4
kernel method	representer theorem	4
kernel method	similarity learning	4
kernel method	cover's theorem	4
feature learning	automated machine learning	4
feature learning	deep learning	4
feature learning	geometric feature learning	4
feature learning	feature detection (computer vision)	4
feature learning	feature extraction	4
feature learning	word embedding	4
feature learning	vector quantization	4
feature learning	variational autoencoder	4
